sentenca,ambiente,bebida,comida,geral,localização,outros,preço,serviço
sugiro melhor organização no próximo feriado e data especiais.mai,0,0,0,0,0,0,0,1
"o restaurant banzeiro é , sem dúvida , o melhor restaurant de manau .",0,0,0,1,0,0,0,0
melhor restaurant de culinária local .,0,0,0,1,0,0,0,0
"o ambient ornamentado de peça interessant , uma canoa na pared .",1,0,0,0,0,0,0,0
bom lugar para jantar,0,0,0,1,0,0,0,0
"restaurant bonito , bem localizado .",1,0,0,0,1,0,0,0
"comida gostosa , atendimento agradável , ambient aconchegant , preço adequado , local limpo , climatizado , de fácil acesso e com muita vaga p/ estacionamento .",1,0,1,0,1,0,1,1
boa comida por um preço justo,0,0,1,0,0,0,1,0
"atendimento ruim , garçon desatento e sem comando .",0,0,0,0,0,0,0,1
"lugar bacana , prato regionai muito gostoso , ma é caro mesmo , por outro lado vale pela qualidad .",0,0,1,1,0,0,1,0
"lugar incrível , atendimento excelent , preço muito bom e ambient aconchegant .",1,0,0,1,0,0,1,1
utiliza ingredient locai com requint e elegância e possui um atendimento excelent .,0,0,1,0,0,0,0,1
mesma embalagem vai pro micronda ... otima ideia .. e delicioso com preço bom ... paraben frango mineiro,0,0,1,0,0,0,1,0
ambient lindíssimo e deliciosa torta e salgado !,1,0,1,0,0,0,0,0
"lugar muito confortável , ótimo lugar pra levar a família",1,0,0,1,0,0,0,0
"excelent café region , tudo maravilhoso , atendimento muito bom , o x-caboquinho muito bom , banana frita deliciosa , tapioca maravilhosa , só e uma pena funcionar no fim de semana .",0,1,1,1,0,0,0,1
muito bom cristiano brito .,0,0,0,0,0,1,0,0
"avaliaçõ positiva , espaço para criança , aparent sucesso de uma rede de restaurant , tudo poderia indicar uma excelent experiência .",1,0,0,1,0,0,0,0
"atendimento do marco e rodrigo uchoa ótimo , melhor garçon .",0,0,0,0,0,0,0,1
uma ótima experiência gastronômica .,0,0,1,0,0,0,0,0
bom eu fui no café da br-174 no km 12 .,0,0,0,0,0,1,0,0
"a primeira vez de muita que virão , virei fã .",0,0,0,1,0,0,0,0
"muito bom , preço bom , comida boa .",0,0,1,0,0,0,1,0
"local fantástico , acolhedor , aconchegant ...",0,0,0,1,0,0,0,0
"ótimo local pra entretenimento com amigo , família , só achei o cara o preço da comida ma e assim mesmo além shop",0,0,0,1,0,0,1,0
"adoro passar por lá qua do estou em manau , para um café com toqu bem region , com tapioca , tucumã , farofa de charqu dentr outra iguaria .",0,0,1,0,0,0,0,0
"peix bem servido , tempero ok , local agradável , espaçoso , com ar condicionado , brinquedoteca , atendimento relativament bom ma o grand pênalti do local é a falta de estacionamento em comparação a um concorrent que está muito próximo .",1,0,1,0,1,0,0,1
temperatura ambient agradável .,1,0,0,0,0,0,0,0
lugar bem requintado e comida de alto padrão .,0,0,1,1,0,0,0,0
"melhor churrascaria de manau , ótimo atendimento .",0,0,0,1,0,0,0,1
uma ótima experiência gastronômica .,0,0,1,0,0,0,0,0
excelent opção em manau .,0,0,0,1,0,0,0,0
"local descontraído e agradável , cerveja muito gelada e com preço justo , além de apresentação de banda e cantor ... mai",1,1,0,0,0,0,1,0
local muito bom e agradável ....,0,0,0,1,0,0,0,0
com opção de carn nobr .,0,0,1,0,0,0,0,0
"o melhor da cidad , atendimento 5 estrela , comida e bebida maravilhoso e ponto de encontro da galera top de manau .",0,1,1,1,0,0,0,1
"ate que o atendimento é razoavel , ma se esta a procura de coisa melhor , est nao seria o lugar qual pode ficar por um bom tempo .",0,0,0,0,0,0,0,1
"ambient agradável e aconchegant , um excelent atendimento , ótima opçõ de prato , guarniçõ bem servida , grand variedad de carn e sobremesa deliciosa !",1,0,1,0,0,0,0,1
fila grand para compra .,0,0,0,0,0,0,0,1
hambúrguer delicioso e preço variado para todo os bolso .,0,0,1,0,0,0,1,0
"excelent cafeteria , ambient confortável , limpo e com uma culinária excelent .",1,1,1,0,0,0,0,0
hambúrguer delicioso e de qualidad !,0,0,1,0,0,0,0,0
amei a matrinchã na farofa com castanha recomendadissimo muito saboroso,0,0,1,0,0,0,0,0
preço acessívei pizza todo sabor muito bom,0,0,0,0,0,0,1,0
"ótimo , lugar tranquilo ... atendimento excelent .",0,0,0,1,0,0,0,1
"preço justo , espaço muito agradável , estacionando amplo , além de contar com espaço kid ( maior diferenci dest restaurant em relação ao demai da cidad ) .",1,0,0,0,1,0,1,0
ótimo local para um happi hour com amigo .,0,0,0,1,0,0,0,0
"comida boa , ma atendimento péssimo , a um altíssimo custo ! ! ! !",0,0,1,0,0,0,1,1
( origin ) just a veri regular and averag burger ? .,0,0,0,0,0,1,0,0
"possui sala de jogo para quem aguarda a liberação da pista , cerveja gelada , e os petisco a um preço muito justo .",1,1,0,0,0,0,1,0
"ótimo lugar , bem climatizado , boa música .",1,0,0,1,0,0,0,0
"excelent atendimento , td maravilhoso parabén",0,0,0,0,0,0,0,1
comida muito boa .,0,0,1,0,0,0,0,0
ambient familiar .,1,0,0,0,0,0,0,0
ambient agradável ma com muita gent fica apertado e bem barulhento,1,0,0,0,0,0,0,0
bebida gelada e atendimento razoável .,0,1,0,0,0,0,0,1
"preço justo , ambient super agradável atendimento muito bom .",1,0,0,0,0,0,1,1
"quem passa por manau não pode ficar sem conhec a famosa costela de tambaqui , servida com arroz , farinha local e um vinagret , muito bem servido !",0,0,1,0,0,0,0,0
"acredito que conta com diferenci fundament para o sucesso do negócio , que é a presença do proprietário no salão , cumprimentando todo os client , uma a um .",0,0,0,0,0,0,0,1
ambient limpo confortável atendimento top do garçom muito gentil comida gostosa e rápido lugar bom para lanchar com os amigo ! !,1,0,1,0,0,0,0,1
a comida muito bem temperada e saborosa na temperatura correta .,0,0,1,0,0,0,0,0
"gostei do ambient ma a carn achei dura e tive problema ao efetuar o pagamento , demor mt tempo pra ser resolvido .ma tive boa recomendação , só não tive sort .",1,0,1,0,0,0,0,1
"pens em um restaurant de vanguarda , ond a base gastronômica utilizada é fundamentada no tempero naturai da terra .",0,0,1,0,0,0,0,0
e temo muito prazer em dizer que o la parrilla é além de um excelent restaurant um lugar para estar com a família e com amigo .,0,0,0,1,0,0,0,0
prato muito bem servido .,0,0,1,0,0,0,0,0
excelent atendimento !,0,0,0,0,0,0,0,1
quem gosta de um happi hour é uma boa opção .,0,0,0,1,0,0,0,0
"acomodaçõ externa muito ruim , pessoa fumando em cima da gent , no mai ótimo localização .",1,0,0,0,1,0,0,0
"atendimento correto , cardápio satisfatório .",0,0,1,0,0,0,0,1
"o restaurant conta com comida típica da cidad , é um local confortável de se estar , a comida é excelent , atendimento maravilhoso e preço acessívei .",1,0,1,0,0,0,1,1
"ótimo lugar , com uma variedad interessant de massa .",0,0,1,0,0,0,0,0
"comida excelent , cerveja gelada , e atividad acuática !",0,1,1,0,0,0,0,0
"além do prato bem servido e saboroso , o atendimento é acolhedor , com um espaço físico agradável e devidament climatizado .",1,0,1,0,0,0,0,1
"preço justo , ponto correto da carn e atendimento excelent .",0,0,1,0,0,0,1,1
comida region boa e recepção agradável,0,0,1,0,0,0,0,1
ótimo para casai e encontro com amigo .,0,0,0,1,0,0,0,0
local bem tranquilo e familiar .,0,0,0,1,0,0,0,0
"excelent atendimento , lugar aconchegant",1,0,0,0,0,0,0,1
cerveja gelada,0,1,0,0,0,0,0,0
"comer bacalhau no alentejo é saborear o melhor em qualidad , quantidad e preço bom se compararmo a custo beneficio , embora aparentement o preço aparent ser alto , os prato são muito bem servido e a qualidad do bacalhau compensa ess valor .",0,0,1,0,0,0,1,0
preço acessível .,0,0,0,0,0,0,1,0
"playlist sensacion , ambient agradável e atendimento excelent .",1,0,0,0,0,0,0,1
"ambient agradável , atendimento excelent e prato sofisticado , vale cada centavo .",1,0,1,0,0,0,1,1
"lugar com gent bonita , rock bom , refrigerado , boa musica , preço razoável , excelent atendimento , só precisa ampliar o espaço , poi esta pequeno para a quantidad do publico .",1,0,0,0,0,0,1,1
uma boa opção,0,0,0,1,0,0,0,0
"devido a está ocupado noit , por veze , a assistência é lento ... ou que ele se esqueçam que .",0,0,0,0,0,1,0,0
em manau é o melhor café region ...,0,1,0,0,0,0,0,0
para comer uma boa pedida é o sanduích de pernil e bolinho de bacalhau .,0,0,1,0,0,0,0,0
"rápido , gostoso , preço justo e tem estacionamento",0,0,1,0,1,0,1,1
"preço justo , comida saborosa , fica pronta em pouco tempo .",0,0,1,0,0,0,1,1
lugar exelent servicio bom só cardápio limitado por ele valor acho poderiam ser ma aberto a sugestõ tipo eu sou mexicano queria uma comida similar tem todo os ingredient matéria prima e não quiseram fazer falando tá fora do cardápio eu sei ma como falo não custava nada atend ao client olha pagu 250 reai cobraram 5 reai por persona por cover da música q na verdad nem e boa nem dá pra conversar ahh ma 14 ou 19 reai por área infantil acho também um abuso tem lugar que e de graça,0,0,1,1,0,0,1,1
"ótima comida region , ambient super limpo , seguro , bem localizado , climatizado , cardápio em portuguê e inglê , boa carta de vinho , dispõ de uma brinquedoteca na part inferior e um bom estacionamento com staff .",1,1,1,0,1,0,0,0
comida bem servida e preço equivalent à qualidad apresentada no prato !,0,0,1,0,0,0,1,0
"fui com um grupo grand de 24 pessoa e ele se atrapalharam com o serviço , servindo cada prato em momento diferent , tendo pessoa ainda sem terem sido servida quando ... mai",0,0,0,0,0,0,0,1
"clima maravilhoso , confortável , com acesso a brinquedoteca , além de um ambient agradável para reunir com amigo e familiar .",1,0,0,0,0,0,0,0
"um do melhor restaurant da cidad de manau , ótimo atendimento e o pedido chega rápido .",0,0,0,1,0,0,0,1
"maravilhoso atendimento , garçom viniciu , muito gentil , super atencioso e prestativo .",0,0,0,0,0,0,0,1
"lugar agradável , bom pra tomar uma de leve e trocar uma idéia , levar a gata , tem música ao vivo , recomendo ! !",1,1,0,1,0,0,0,0
"gosto muito de lá , localcalmo , ambient rústico , peix bem preparado , um caldinho gostoso e preço módico",1,0,1,0,0,0,1,0
"climatizado , com decoração típica do rio grand do sul e excelent atendimento , oferec self-servic e prato à la cart , típico gaúcho e também da culinária region e nacion .",1,0,1,0,0,0,0,1
"sushi delicioso , atendimento muito demorado",0,0,1,0,0,0,0,1
"top , shop bb bom barato , ambient padrão fifa , super recomendo mesmo .",1,0,0,0,0,0,0,0
atendimento ruim .,0,0,0,0,0,0,0,1
ótimo atendimento e bom preço,0,0,0,0,0,0,1,1
lugar ideal para ... mai,0,0,0,1,0,0,0,0
no geral é um excelent lugar para almoçar .,0,0,0,1,0,0,0,0
suchi delicioso,0,0,1,0,0,0,0,0
"lugar aprazível , aconchegant , ótimo atendimento .",1,0,0,0,0,0,0,1
"o atendimento é excelent e a comida é muito boa , com um diverso buffet .",0,0,1,0,0,0,0,1
"ótimo atendimento da raynara , super atenciosa !",0,0,0,0,0,0,0,1
"muito boa , bom atendimento , comida boa .",0,0,1,0,0,0,0,1
legítimo representant da cozinha portuguesa .,0,0,1,0,0,0,0,0
"lugar excelent pra encontro com amigo e reunir com a familia , ambient familiar e aconchegant , bom atendimento com petisco delicioso , e vário tipo de chopp geladíssimo .",1,1,1,1,0,0,0,1
"a churrascaria serv boa carn , tem um atendimento primoroso e o preço e um tanto caro .",0,0,1,0,0,0,1,1
"uma melhoria no piso aqui , uma elevação ali e não iria custar muito , e traria grand benefício .",1,0,0,0,0,0,0,0
"super indico , criança até 22:00 hr , com se responsávei ? ?",0,0,0,0,0,0,0,1
com um valor ótimo ...,0,0,0,0,0,0,1,0
"ótimo restaurant , a comida é deliciosa , o preço é bom e o ambient é muito agradável , além do bom atendimento !",1,0,1,1,0,0,1,1
"o atendimento beira a perfeição , e o ambient é de muito bom gosto .",1,0,0,0,0,0,0,1
"a costela de tambaqui da unidad do shop manauará , da de dez em outro restaurant famoso de manau , muito saboroso e com uma guarnição quea até da para dividir com mai uma pessoa ( que coma pouco ) .",0,0,1,0,0,0,0,0
um bom lugar pra se divertir com os amigo,0,0,0,1,0,0,0,0
normalment muito movimentado e sem distanciamento social ... oferec diversidad de opçõ .,1,0,1,0,0,0,0,0
"a noit nem sempr a picanha é boa , frango de leit deve ser pedido ao ponto caso contrário vem ressecado paçoca ruim , batata frita muito boa assim como o abacaxi com groselha e gelo , arroz de brocoli mto bom .... estacionamento razoável em toda ... mai",0,0,1,0,0,0,0,0
muito bom o atendimento do emerson local muito bom .,0,0,0,1,0,0,0,1
"lugar muito bom , familiar , comida maravilhosa , atendimento muito bom .",0,0,1,1,0,0,0,1
sem dúvida um do melhor churra de manau preço acessível e atendimento bom .,0,0,0,1,0,0,1,1
carn saborosa com varia opçõ !,0,0,1,0,0,0,0,0
"o coco bambu é um restaurant totalment brasileiro , foi uma falta de tato e sensibilidad por part do músico fazerem um repertório totalment estrangeiro .",0,0,0,1,0,0,0,1
lugar excelent pra vc se distrair no centro de manau .,0,0,0,1,0,0,0,0
bar tradicion de manau .,0,0,0,1,0,0,0,0
"fui numa sexta-feira , cheguei cedo e aproveitei um ambient calmo , bem organizado .",1,0,0,0,0,0,0,0
"comida fria , pouca variedad de carn , tempero razoável ; não lembra quas nada a comida mineira .",0,0,1,0,0,0,0,0
"local excelent , atendimento na sala de espera , ótima comida .",0,0,1,1,0,0,0,1
"lugar aconchegant , pizza saborosa .",0,0,1,1,0,0,0,0
preço acessível e comida boa .,0,0,1,0,0,0,1,0
"grand variedad no buffet , carn deliciosa e bom preço !",0,0,1,0,0,0,1,0
"uma da melhor pizzaria de manau , excelent massa e recheio bem italiano .",0,0,1,1,0,0,0,0
comida muito boa !,0,0,1,0,0,0,0,0
"ótimo restaurant nem ambientado , prato delicioso , ótima opçõ de rodízio , único incovenient e o número de cadeira que não atend a demanda de pessoa , fora isso um ótimo lugar para levar a família e fazer comemoração",1,0,1,1,0,0,0,0
"fomo a pizzaria pela boa avaliação dess site , ma não tivemo uma experiência boa : pizza crua , sem molho , massa sem tempero , pepperoni sem gosto e catupiri de marca genérica .",0,0,1,0,0,0,0,0
"pizzaria péssima , atendimento péssimo",0,0,0,1,0,0,0,1
"ótimo lugar para jantar em família , amigo ou a doi .",0,0,0,1,0,0,0,0
"gostei como sempr , ma já esta na hora de fazer uma reforma interna , deixar o ambient mai agravel .",1,0,0,0,0,0,0,0
ótimo atendimento e um do melhor locai em manau para comer doce e salgado sem arrependimento !,0,0,1,0,0,0,0,1
farto cardápio com opçõ bem servida .,0,0,1,0,0,0,0,0
a experiência é sempr ótima ... sou client fiel rsrsdsrsrsr,0,0,0,1,0,0,0,0
preço justo para quem tem tempo disponível para desfrutar .,0,0,0,0,0,0,1,0
"o dedé boteco é uma novidad no amazona shop , localizado na praça de alimentação do primeiro piso , um local muito aconchegant , estilo boteco , área interna climatizada e externa ao ar livr , wi-fi free ; possui um menu bebida e gastronomia , com chopp gelado , cerveja e outro ... mai",1,1,0,1,0,0,0,0
"lugar incrível de se comer , e faz r alguma confraternização",0,0,1,0,0,0,0,0
"ambient agradável , atendimento super rápido .",1,0,0,0,0,0,0,1
"como sempr , fui muito bem atendido na búfalo , mesmo atualment que estão com promoção de 2ª a 6ª , o padrão da comida e atendimento continuam os mesmo acho que poderia ter mai opção na tábua de frio para do salad bar , ma isso seria só ... mai",0,0,1,0,0,0,0,1
"carn maravilhosa , custo benefício , atendimento de primeira , ambient agradável , música ambient sensacion",1,0,1,0,0,0,1,1
lugar moderno .,0,0,0,1,0,0,0,0
"lugar mai que aconchegant , com preço justo , comida deliciosa e impecável na preparação e apresentação .",1,0,1,0,0,0,1,0
atendimento de altíssima qualidad .,0,0,0,0,0,0,0,1
"muito bom , café incrívei e bolo delicioso ótima experiência e local aconchegant .",1,1,1,1,0,0,0,0
comida deliciosa ... ambient agradavel e charmoso ... bem localizado .,1,0,1,0,1,0,0,0
uma ótima opção para conhec um pouco de manau ... restaurant flutuant no rio negro com estrutura de lazer e ambient agradável .,1,0,0,1,0,0,0,0
comida maravilhosa como sempr e adoramo o atendimento do garçom adriano que foi super simpático na entrega da nossa bebida .,0,0,1,0,0,0,0,1
ótimo atendimento e rápido bacana,0,0,0,0,0,0,0,1
fui trê veze com a família para jantar ( 7 pessoa ) e sempr mantev o bom nível .,0,0,0,1,0,0,0,0
atendimento nota 10 nosso prato foram servido com perfeição ... desd o atendimento até a finalização com os maravilhoso browni e cocada com sorvet obrigado por servir a nossa família a ano,0,0,1,0,0,0,0,1
"restaurant excelent , otima localização , cardápio completo , atendimento diferenciado , pessoal organizado , ambient limpo e confortável .",1,0,1,1,1,0,0,1
apena o local é ruim porqu não tem espaço suficient pro client .,1,0,0,0,0,0,0,0
"a única coisa que fica a desejar é o preço , principalment do vinho , que sempr são cobrado com uma boa margem de lucro para o restaurant .",0,0,0,0,0,0,1,0
"um lugar aconchegant , requintado de boa comida .",1,0,1,0,0,0,0,0
"há uma grand variedad de lanch típico e saliento aqui também o tacacá , que achei ótimo ... mai",0,0,1,0,0,0,0,0
comida maravilhosa ! ! !,0,0,1,0,0,0,0,0
top a noit caribenha .,0,0,0,0,0,1,0,0
excelent restaurant .,0,0,0,1,0,0,0,0
o local oferec um ambient agradável para reunir família e amigo .... ?,1,0,0,0,0,0,0,0
"comida variada , deliciosa e em porçõ boa , preço bom , cerveja gelada e a muita cachaça de diversa marca e sabor , apena o atendimento que não é 100 %",0,1,1,0,0,0,0,1
o melhor bar com música ao vivo é o melhor samba .,1,0,0,0,0,0,0,0
melhor restaurant de manau .,0,0,0,1,0,0,0,0
quem gosta de peix terá os melhor prato nest restaurant .,0,0,1,0,0,0,0,0
boa carta de vinho .,0,1,0,0,0,0,0,0
"de sobremesa , um pudim incrível , com ... mai",0,0,1,0,0,0,0,0
"ótima comida , lugar agradável e atendimento excepcion !",0,0,1,1,0,0,0,1
aperitivo de boa qualidad e bom atendimento .,0,0,1,0,0,0,0,1
é um restaurant típico ma tem que ter coca cola ...,0,1,0,1,0,0,0,0
"comida region de qualidad , boa opçõ no buffet e atendimento de qualidad .",0,0,1,0,0,0,0,1
"estava gostoso , atendimento bom e não deixou nada a desejar .",0,0,1,0,0,0,0,1
"comida gostosa , preço equivalent ao outro lugar , cerveja canela de pedreiro e espetáculo massa !",1,1,1,0,0,0,1,0
"ótima carn sabor , grand variedad de porçõ no cardápio , muito bom !",0,0,1,0,0,0,0,0
ótima comida region,0,0,1,0,0,0,0,0
"comida region sem regionalismo , pronta pra surpreend paladar exigent .",0,0,1,0,0,0,0,0
"pedimo 1 sanduích brioch misto , 1 croqu monsieur , 2 suco , 1 fatia de torta beijinho , tudo muito bom adorei , ma o valor de 98,20 reai , caro né ?",0,0,1,0,0,0,1,0
café delicioso ! !,0,1,0,0,0,0,0,0
"se ir embora de lá não for um problema pra vc , é um lugar bem bacana no meio do rio e da pra comer prato por volta de 90 reai dua pessoa e pedir cerveja origin de 600 por 15 reai .",0,0,0,0,1,0,0,0
"não sei o que fazem com o limão ma pelo gosto é limão do outro dia , muito ruim , fui uma vez pedi o chopp sujo e o gosto do chopp parecia que o limão estava estragado , fui outra vez outro dia pra ter certeza é o mesmo problema , não recomendo de forma alguma .",0,1,1,0,0,0,0,0
"ambient agradável , pé direito alto , situa-s no segundo andar do prédio .",1,0,0,0,0,0,0,0
preço justo para manau .,0,0,0,0,0,0,1,0
comida muuuito boa !,0,0,1,0,0,0,0,0
"é um bar comum ma com uma localização invejável , a partir da 17 : hora coloca sua mesa na rua , literalment .",0,0,0,1,1,0,0,0
"lugar lindo , agradável , atendimento excelent e comida maravilhosa !",0,0,1,1,0,0,0,1
enorm variedad de cerveja e prato típico alemã maravilhoso .,0,1,1,0,0,0,0,0
prato farto e com bom custo benefício !,0,0,1,0,0,0,1,0
ótimo atendimento excelent comida de ótima qualidad .,0,0,1,0,0,0,0,1
"( tradução do googl ) a opção vegana não foi tão boa , ma adorei o ketchup de curri e chipotl .",0,0,1,0,0,0,0,0
"ótimo restaurant , ambient calmo e moderno , mesa bem distruída , a pesar do espaço não ser grand , com bom atendimento .",1,0,0,1,0,0,0,1
ótimo espaço para confraternizaçõ familiar e empresariai .,1,0,0,0,0,0,0,0
"comida boa , ma nada de sensacion .",0,0,1,0,0,0,0,0
"o garçom que ficou responsável foi o ezaquiel , ótimo do começo ao fim",0,0,0,0,0,0,0,1
trata-s de uma excelent opção para um encontro casual de amigo,0,0,0,1,0,0,0,0
"decoração impecável , sofisticada e leve !",1,0,0,0,0,0,0,0
deveria melhorar a refrigeração interna .,1,0,0,0,0,0,0,0
para os ribeirinho amazônico ‘ banzeiro ’ é a agitação da água feita pelo vento .,0,0,0,0,0,1,0,0
tudo de bom nhami nhami,0,0,0,0,0,1,0,0
"paguei caro por um atendimento péssimo , fiquei envergonhado com a família",0,0,0,0,0,0,1,1
atendimento atencioso .,0,0,0,0,0,0,0,1
"local e música muito bom , super bem atendida ma a pizza é muito ruim .",1,0,1,0,0,0,0,1
"peix muito gostoso , nota 10",0,0,1,0,0,0,0,0
"o atendimento é excelent , comida deliciosa e ambient aconchegant .",1,0,1,0,0,0,0,1
"restaurant maravilhoso , todo os prato são muito bem servido .",0,0,1,1,0,0,0,0
comida caprichada e preço justo .,0,0,1,0,0,0,1,0
incrível amo ess lugar ?,0,0,0,1,0,0,0,0
"o estacionamento fica por traz do centro comerci , ma o mai utilizado é o da frent do restaurant ( na rua ) .",0,0,0,0,0,1,0,0
"lugar mega agradável , com tudo bom e a preço justo .",0,0,0,1,0,0,1,0
para os ribeirinho amazônico ‘ banzeiro ’ é a agitação da água feita pelo vento .,0,0,0,0,0,1,0,0
lugar exelent servicio bom só cardápio limitado por ele valor acho poderiam ser ma aberto a sugestõ tipo eu sou mexicano queria uma comida similar tem todo os ingredient matéria prima e não quiseram fazer falando tá fora do cardápio eu sei ma como falo não custava nada atend ao client olha pagu 250 reai cobraram 5 reai por persona por cover da música q na verdad nem e boa nem dá pra conversar ahh ma 14 ou 19 reai por área infantil acho também um abuso tem lugar que e de graça,0,0,0,0,0,1,0,0
"ótimo lugar , melhor custo benefício .",0,0,0,1,0,0,1,0
comida gostosa e preço razoável .,0,0,1,0,0,0,1,0
"funcionário excelent , rodízio bem servido , muito barulho ( normal para um público jovem ) .",1,0,1,0,0,0,0,1
"tiveram dua coisa negativa primeiro o espaço muito pequeno e apertado , na hora de ir embora foi difícil saí , estávamo sentado do outro lado do salão , e complic .",1,0,0,0,0,0,0,0
excelent atendimento é uma comida maravilhosa .,0,0,1,0,0,0,0,1
musica ambient .,1,0,0,0,0,0,0,0
"boa comida , ambient agradável , música boa atendimento excelent rafael vieira .",1,0,1,0,0,0,0,1
é uma boa opção para almoço com amigo quando não se quer gastar tanto indo em um rodízio .,0,0,0,1,0,0,1,0
preço justo,0,0,0,0,0,0,1,0
a matrinxã recheada estava incrível de macia e gostosa e os preço têm ótimo custo-benefício !,0,0,1,0,0,0,1,0
"não gostei do lugar atendimento muito demorado , som alto demai não dar conversar , o rapaz que fica na entra e na saída super mal educado , e outra muito caro as coisa por lá",0,0,0,0,0,0,0,1
se é carn de qualidad que procura aqui é uma da melhor churrascaria da cidad .,0,0,1,1,0,0,0,0
"local bonito e agradável com som ambient , garçom mayk super atencioso , a comida estava incrível !",1,0,1,1,0,0,0,1
"comida boa com.um preço melhor ainda , o sistema de buffet self servic a preço único incluindo sobremesa é excelent .",0,0,1,0,0,0,1,0
"restaurant excelent , com o melhor bacalhau de manau e um do melhor que já comi em qualquer lugar , prato muito bem elaborado , saboroso e o bacalhau é de fato do bon .",0,0,1,1,0,0,0,0
"pra padrão de qualidad do restaurant é um ótimo custo benefício , ainda mai no happi hour em que vária entrada e bebida custam a metad do preço normal .",0,0,0,0,0,0,1,0
"restaurant sofisticado , é uma ótima opção para quem quer comer comida típica .",0,0,1,1,0,0,0,0
sem contar que o preço é muito mai em conta do que de outra peixaria mai renomada encontrada ao entorno da zona sul .,0,0,0,0,0,0,1,0
comida boa .,0,0,1,0,0,0,0,0
