sentenca,ambiente,bebida,comida,geral,localização,outros,preço,serviço
"ótima comida region de qualidad , bom atendimento , vária opçõ de prato e bebida ... ótimo restaurant .",0,1,1,1,0,0,0,1
"atentimento top , funcionário bem divertido ! ! !",0,0,0,0,0,0,0,1
e um bom local,0,0,0,1,0,0,0,0
"ótimo ambient , refrigerado , estacionamento , bom atendimento , chamada do garçom atravé de sinal eletrônico na mesa , tv em ambo os lado , decoração com capa do disco do roberto carlo e ótima sobremesa",1,0,1,0,1,0,0,1
ótimo restaurant !,0,0,0,1,0,0,0,0
"não tem estacionamento próprio , difícil de estacionar .",0,0,0,0,1,0,0,0
restaurant muito bom !,0,0,0,1,0,0,0,0
ótimo atendimento com uma culinária region de dar água na boca !,0,0,1,0,0,0,0,1
"vale a pena almoçar ou parar para um lanch no lo de maria , ambient pequeno , super charmoso , bem decorado .",1,0,0,1,0,0,0,0
péssima experiência !,0,0,0,1,0,0,0,0
atendimento diferenciado e ambient impecável .,1,0,0,0,0,0,0,1
o garcom joab leit fez um atendimento fantástico !,0,0,0,0,0,0,0,1
lugar maravilhoso e comida também ?,0,0,1,1,0,0,0,0
restaurant muito sostificado .atendimento excelente.recomendo est restaurant à todo .,0,0,0,1,0,0,0,1
"local agradável , açaí de boa qualidad",0,0,1,0,0,0,0,1
"foi deliciosa , saborosa família gosta do ambient agradável confortável e atendimento maravilhoso parabén voltarei sempr obrigada. ? ? ? ? ? ? ? ? ? ?",1,0,1,1,0,0,0,1
melhor churasco de manau,0,0,1,0,0,0,0,0
não é a toa que ferran adria e alex atala vão frequentement à amazônia em busca de novo ingredient e sabor .,0,0,1,0,0,0,0,0
ótimo lugar para happi hour !,0,0,0,1,0,0,0,0
esport ao ar livr e possibilidad para banho de rio .,1,0,0,0,0,0,0,0
"lugar muito bonito , aconchegant , comida gostosa , bebida gelada e um excelent lugar para reunir família , amigo e happi hour para negócio .",1,1,1,1,0,0,0,0
"caro amigo turista , não percam a oportunidad de tomar o melhor café region de manau , muita variedad de especiaria regionai , o famoso pão com tucumã , a tapioca bem quentinha , com castanha/queijo , banana frita , suco regionai , cupuaçu , tapereba , goiaba , muito bom mesmo , não deixem de visitar ! !",0,1,1,1,0,0,0,0
para os ribeirinho amazônico ‘ banzeiro ’ é a agitação da água feita pelo vento .,0,0,0,0,0,1,0,0
lugar aconchegant e comidinha maravilhosa !,1,0,1,0,0,0,0,0
"o ambient é um casarão antigo do ciclo da borracha , com a vista pro poético teatro amazona .",1,0,0,0,0,0,0,0
"preço muito bom , principalment pela qualidad e sabor apresentado .",0,0,1,0,0,0,1,0
"restaurant aconchegant e a carn em um nível inigualável , proprietário muito atencioso e cordiai",1,0,1,0,0,0,0,1
"ambient : agradabilíssimo , tanto a decoração como a atmosfera .",1,0,0,0,0,0,0,0
é um local excelent com bebida variada e petisco delicioso .,0,1,1,0,0,0,0,0
"local agradável pra reuni amigo com comida , bebida e muita música boa !",1,1,1,1,0,0,0,0
"mesa disposta na calçada e rua , petisco bem servido e boa variedad , cerveja trincando de gelada .",1,1,1,0,0,0,0,0
público jovem de alto astral .,1,0,0,0,0,0,0,0
"comida deliciosa , atendimento de qualidad",0,0,1,0,0,0,0,1
"muito boa pizza , ótima variedad de pizza .",0,0,1,0,0,0,0,0
"comida farta , region , saborosa e impecável .",0,0,1,0,0,0,0,0
o único problema é o barulho insuportável do client conversando alto .,1,0,0,0,0,0,0,0
atendimento rápido com qualidad e muito bom os prato oferecido,0,0,1,0,0,0,0,1
cardápio variado e ótimo preço,0,0,1,0,0,0,1,0
ótimo atendimento e bem localizado .,0,0,0,0,1,0,0,1
"a tapioca com preço absurdo , café fraco .",0,1,0,0,0,0,1,0
"ambient incrível , bebida fina , comida maravilhosa e atendimento digno , rapaz super educado e atencioso !",1,1,1,0,0,0,0,1
"restaurant espetacular , atendimento excelent , profissionai bem treinado e atencioso além do paladar maravilhoso .",0,0,1,1,0,0,0,1
ambient perfeito !,1,0,0,0,0,0,0,0
"restaurant muito bom , super recomendo atendimento diferenciado e os prato delicioso",0,0,1,1,0,0,0,1
"vibe massa , melhor bar do centro de manau .",0,0,0,1,0,0,0,0
"boa opçõ de cafe , preço bom",0,1,0,0,0,0,1,0
"o ambient é muito agradável , acho que o único penalti é não ter um estacionamento próprio",1,0,0,0,1,0,0,0
o melhor salgado da atualidad .,0,0,1,0,0,0,0,0
"adorei conhec o local , tive uma boa primeira impressão .",0,0,0,1,0,0,0,0
excelent churrasco ! atendimento ágil e cordial.preço justo pela qualidad do serviços.uma grand variedad de carnes.sup indico .,0,0,1,1,0,0,1,1
foi com client nest excelent restaurant portuguê .,0,0,0,1,0,0,0,0
"o bom prato é indicado para momento important , seja com uma pessoa amada , ou amigo ! ambient climatizado , boa localização preço não muito caro , bom atendimento , tem o açaí , bom para a sobremesa .",1,0,1,0,1,0,1,1
"melhor restaurant de manau de fruto do mar , o atendimento é sempr sensacion , ele são atencioso .",0,0,0,1,0,0,0,1
pedi bem passado e veio mal passado .,0,0,1,0,0,0,0,0
atendimento muito bom phelip,0,0,0,0,0,0,0,1
ambient agradável,1,0,0,0,0,0,0,0
muito bom o ambient e atendimento comida muito boa recomendo,0,0,1,0,0,0,0,1
muito bom dia de sexta feira música ao vivo,1,0,0,0,0,0,0,0
"atendimento péssimo , acho que a atendent esperava eu entrar na cozinha pra preparar o meu próprio café .",0,0,0,0,0,0,0,1
"muito legal , excelent ambient familiar , ótimo atendimento e refeiçõ típica e não típica e muito bom , preço bem acessível .",1,0,1,0,0,0,1,1
pens num atendimento muito bom ... a comida boa ... ambient lindo,1,0,1,0,0,0,0,1
ambient agradavel e bom atendimento .,1,0,0,0,0,0,0,1
"muito bom , recomendo para um passeio diferent em família , boa opçõ gastronômica é um flutuant à beira do rio ond vc pega uma pequena embarcação para chegar até ela , ma é super seguro .",1,0,0,0,0,0,0,0
é uma grand aglomeração .,0,0,0,0,0,1,0,0
"excelent opção em manau , comida típica e ambient de excelent qualidad .",1,0,1,1,0,0,0,0
"a única coisa que gostei foi o atendimento , o pessoal faz tudo para deixar o momento mai sofisticado , fora isso em nada representa a cozinha manauara .",0,0,0,0,0,0,0,1
excelent restaurant com excelent opçõ de comida region .,0,0,1,1,0,0,0,0
"delicioso pão francê com queijo coalho , banana pacovan e tucumã",0,0,1,0,0,0,0,0
"tive a recomendação de ir quando estava no restaurant terra e mar , que é do mesmo grupo .",0,0,0,0,0,1,0,0
"ótimo bar local para um lanch rápido , com cerveja locai e conversar com pessoa locai agradávei !",1,1,1,0,0,0,0,0
uma ótima opção pra sair da rotina com os amigo .,0,0,0,1,0,0,0,0
"muita noit maravilhosa , em especi o atendimento super nota 10 do garçom rennan , bom papo , super agradável e da garçonet katiann , nota 10 .",0,0,0,0,0,0,0,1
"apesar do preço cobrado , o local muito aprazível e visualment agradável .",1,0,0,0,0,0,1,0
ótimo preço e atendimento de primeira !,0,0,0,0,0,0,1,1
"no abar podemo degustar de petisco e prato incrívei e ainda aproveitar a paisagem natur que deix o local mai agradável ainda , parabén !",1,0,1,0,0,0,0,0
"ambient bom , ma a carn que é oferecida como carn de sol , não é e o bolinho de macaxeira não tem recheio .",1,0,1,0,0,0,0,0
"ambient agradável , de bom acesso !",1,0,0,0,1,0,0,0
"para quem gosta de comida orient é uma boa opção , o custo benefício é razoável , ma o ambient , a boa comida e o atendimento compensam .",1,0,1,0,0,0,1,1
um bom lugar pra ouvir um samba e cerveja gelada .,1,1,0,0,0,0,0,0
"já foi muito bom , tinha muita variedad , agora diminuiu tamanho da fatia para rodízio , não teve coração , queijo , nossa além de não ter isso , o que já tinha caiu demai , fiquei muito aborrecida , poi paguei pra comer um rodízio muito ruim , desculp , espero que melhor urgent ! ! !",0,0,1,1,0,0,0,0
"atendimento por whatsapp horrível , precisei insistir pra concluir o pedido , poi a atendent janaína se esforç pra tornar o atendimento desagradável. , foram vint e cinco minuto com longa espera pra receb cada resposta .",0,0,0,0,0,0,0,1
"comida boa , preço razoável .",0,0,1,0,0,0,1,0
"comida normal sem muito sabor , pelo preço esperava mai de uma comoda paraens .",0,0,1,0,0,0,1,0
"ponto negativo de observação : lugar médio para o quantitativo de mesa , o que o deixa sem espaço para melhor circulação .",1,0,0,0,0,0,0,0
"amei o lugar , pizza maravilhosa , pastéi delicioso ? , lugar surpreendent !",0,0,1,1,0,0,0,0
lugar excelent ! !,0,0,0,1,0,0,0,0
atendimento excelent,0,0,0,0,0,0,0,1
"sardinha fresca , delícia",0,0,1,0,0,0,0,0
muito boa comida e quantidad compatível ao q é determinado no cardápio .,0,0,1,0,0,0,0,0
excelent restaurant,0,0,0,1,0,0,0,0
"maravilhoso , ambient nota 10 comida excelent e atendimento também .",1,0,1,1,0,0,0,1
"ambient super agradável , ótimo atendimento , pizza ótima e brinquedoteca sensacion .",1,0,1,0,0,0,0,1
melhor restaurant de manau .,0,0,0,1,0,0,0,0
melhor local para ir com a família !,0,0,0,1,0,0,0,0
cerveja geladinha,0,1,0,0,0,0,0,0
"o atendimento é exemplar , todo os funcionário são muito educado e respeitoso , fui atendido pelo josé que me tratou com máxima excelência",0,0,0,0,0,0,0,1
entrada e sopa gráti !,0,0,0,0,0,0,1,0
"um ótimo local para se comer comida de fruto do mar e nordestina , lugar aconchegant e luxuoso , ótimo atendimento",1,0,1,0,0,0,0,1
"gostei bastant do local , comida boa , bom custo-benefício .",0,0,1,1,0,0,1,0
de entrada pedi queijo parmesão negro e bolinho de bacalhau .,0,0,0,0,0,1,0,0
"a comida demor , atendimento ruim , a bebida só chegou quando a comida acab , os atendendent não te dão muita atenção para a sua reclamação quanto ao pedido .",0,0,0,0,0,0,0,1
"atendimento amador , espaço bom confortável , quas ninguém estava quando fomo , erraram o pedido e o que veio não justifica a cozinha ser chamada de portuguesa !",1,0,0,0,0,0,0,1
excelent restaurant com variedad diversa e bom atendimento .,0,0,1,1,0,0,0,1
"com toda certeza é a melhor churrascaria de manau , comida muito boa , bom atendimento , preço bon , o lugar é agradável .",0,0,1,1,0,0,1,1
"um local bom , atendimento respeitoso ( exceto em data comemorativa , que dai vira um cao ) ótima opção de almoço e janta , a comida é boa .",0,0,1,1,0,0,0,1
"ambient super agradável , excelent atendimento e produto de qualidad inquestionávei .",1,0,1,0,0,0,0,1
"atedimento excelent , em especi gaçom senna , mostrou pra mim que valeu cada minuto ness restaurant , vc que querem um bom atedimento proucur o garçom senna no coco bambu nota 1000 voltarei com toda certeza .",0,0,0,0,0,0,0,1
excelent opção,0,0,0,1,0,0,0,0
"atendimento excelent da colaboradora raynara , unidad praça 14 .",0,0,0,0,0,0,0,1
"ambient muito agradavel , possui uma área kid na part externa e conta com pessoa funcionário que cuidam da animação dess espaço .",1,0,0,0,0,0,0,0
rodízio de peix é uma boa opção .,0,0,1,0,0,0,0,0
"variedad incrível de prato , ambient muito agradável , comida saborosa , preço justo , vista bonita , atendimento de primeira , decoração temática ... enfim , um do melhor lugar pata comer em manau !",1,0,1,1,0,0,1,0
"local excelent , pessoa excelent , atendimento excelent fora que o dono de lá é excelent",0,0,0,0,1,0,0,1
"a questão é a seguint , você oferecem uma comida de alta qualidad , drink ótimo , cerveja gelada ... e aí quando o client chega pra estacionar é extremament mal recebido .",0,1,1,0,1,0,0,0
apó algum tempo esperando chamei o garçom olhou com cara feia demor mai un 3 ... mai,0,0,0,0,0,0,0,1
"atendimento muito simpático da menina , ótima localização , limpinho , bonito e preço bem honesto .. e mai : caipirinha de cachaça de jambu , melaço de cana de açucar e algum outro ingredient local ( não lembro o nome ... a memoria se apag de tão fort que era ... mai",1,1,0,0,1,0,1,1
preço adequado a qualidad e serviço oferecido .,0,0,1,0,0,0,1,1
"considerando o ambient , é a melhor churrascaria de manau : o lugar é requintado , a decoração com a adega no salão princip é muito agradável .",1,0,0,1,0,0,0,0
o restaurant ficou muito lindo e com uma iluminação gostosa - algun lugar mai escuro e outro mai clarinho .,1,0,0,0,0,0,0,0
churrasco e variedad saborosa,0,0,1,0,0,0,0,0
com minha família comer a tradicion carn de sol que inclus a mesma carn de sempr muito boa porém os acompanhamento estavam a desejar hoje .,0,0,1,0,0,0,0,0
cappuccino e tapioca caboquinho excelent !,0,1,1,0,0,0,0,0
talvez a melhor pizzaria de manau .,0,0,0,1,0,0,0,0
"viemo numa quarta feira e pedimo o menu com entrada , prato princip e sobremesa .",0,0,0,0,0,1,0,0
"local agradável , muito recomendado , com uma vasta variedad de opçõ , com sabor caseiro .",0,0,1,1,0,0,0,0
bem refrigerado e preço razoável .,1,0,0,0,0,0,1,0
muito bom ja foi melhor,0,0,0,1,0,0,0,0
péssima experiência .,0,0,0,1,0,0,0,0
churrascaria mai top de manau !,0,0,0,1,0,0,0,0
"lugar maravilhoso , comida ótima , não é climatizado , ma vale muito a pena , não esqueço do cevich único !",1,0,1,1,0,0,0,0
ambient super agradável .,1,0,0,0,0,0,0,0
os funcionário educado e prestativo em acomodar o nosso grupo que estava comemorando um aniversário surpresa .,0,0,0,0,0,0,0,1
"restaurant localizado ao lado do teatro , que não se dá o devido valor para quem passa pela rua .",0,0,0,0,1,0,0,0
muito bom atendimento.josé gregório .,0,0,0,0,0,0,0,1
"serviço excelent , churrasco delicioso .",0,0,1,0,0,0,0,1
"restaurant region , ambient agradável , mística ao vivo region , atendimento só garçon nonato excelent .",1,0,0,1,0,0,0,1
ótimo restaurant ! !,0,0,0,1,0,0,0,0
"ainda que o ambient tenha melhorado em muito 9o que rend ponto extra para a climatização ) , a qualidad na mesa decaiu , especialment os acompanhamento da carn de sol ... mai",1,0,1,0,0,0,0,0
"comida maravilhosa , drink ótimo , atendimento show , preço justo , bar excelent , barman acipar top ? ? ?",0,1,1,1,0,0,1,1
"tudo muito agradável , até dent josé gregório muito atencioso !",0,0,0,1,0,0,0,1
"peix sem suculência e seco , baião com arroz de qualidad ruim , arroz branco ruim , enfim , era segunda feira e não sei o que houv com a cozinha .",0,0,1,0,0,0,0,0
variedad de sabor e atendimento rápido !,0,0,1,0,0,0,0,1
"um lugar maravilhoso , restaurant com ótimo atendimento e com ótimo cardápio e pode-s desfrutar da natureza .",1,0,1,1,0,0,0,1
"muito bom , comida boa e ótimo atendimento",0,0,1,0,0,0,0,1
"musica boa , clinária region maravilhosa , atendimento excelent ! ! !",1,0,1,0,0,0,0,1
restaurant excelent .,0,0,0,1,0,0,0,0
"café region muito gostoso , para quem quer saborear uma ótima tapioca com gosto region , é uma boa opção de local .",0,1,1,1,0,0,0,0
muito saborosa e um preço justo .,0,0,1,0,0,0,1,0
moro proximo e vou ao mesmo dua veze por mê .,0,0,0,1,0,0,0,0
"comida boa , localização excelent , atend muito bem",0,0,1,0,1,0,0,1
"excelent atendimento comida saborosa preço bem acessível , ambient agradável",1,0,1,0,0,0,1,1
"restaurant tranquilo , bom atendimento , atendent mateu foi muito atencioso .",0,0,0,1,0,0,0,1
"rapidez no atendimento aliada a qualidad , comodidad , boa opco no cardapio , preço bom e picanha perfeita !",0,0,1,0,0,0,1,1
"prato bem elaborado , peix de rio , tempero excelent .",0,0,1,0,0,0,0,0
"em época temática , realizam apresentaçõ musicai entr os espaço do ambient .",0,0,0,0,0,1,0,0
tudo uma delícia ... ótimo atendimento,0,0,1,0,0,0,0,1
muito bom restaurant .,0,0,0,1,0,0,0,0
excelent opção para uma imersão na gastronomia amazônica .,0,0,1,0,0,0,0,0
melhor gerenciamento necessário .,0,0,0,0,0,0,0,1
"ótimo atendimento , o garçom emerson atend com excelência , comida maravilhosa .",0,0,1,0,0,0,0,1
"lotado ao fin de semana , é um restaurant frequentado por toda a cidad .",1,0,0,0,0,0,0,0
é um peix tão delicada e ... saborosa amazï¿ ½ia .,0,0,1,0,0,0,0,0
"preço super acessível já que um prato pra dua pessoa vêm bem servido e serv até 5 , vale muito a pena !",0,0,1,0,0,0,1,0
"est restaurant tem como atrativo uma da melhor picanha no bafo de manau , tem também um arroz com brócoli que é uma delícia , o atendimento é bem rápido no dia normai , ma no caso de feriado e data comemorativa voçe vai pegar uma bela de ... mai",0,0,1,0,0,0,0,1
"restaurant com um ótimo ambient , salão bem amplo com um cardápio bem variado e completa , os pedido as veze demoram um pouco ma nada fora do normal , recomendo .",1,0,1,0,0,0,0,1
top maravilhoso,0,0,0,1,0,0,0,0
"ambient aconchegant e bem limpo , culinária muito boa .",1,0,1,0,0,0,0,0
"melhor comida , melhor atendimento do funcincionario rodrigo uchoa e sem duvida melhor restaurant de manau !",0,0,1,1,0,0,0,1
"há uma opção meno cara se entrar pela gaúcho 's gourmet , no self-servic .",0,0,0,0,0,0,1,0
um lugar aprazivel com carta de vinho .,1,0,0,0,0,0,0,0
ótimo ambient familiar e seguro .,1,0,0,0,0,0,0,0
comida bem feita e lugar agradavel,0,0,1,1,0,0,0,0
"a churrascaria búfalo tem um ótimo atendimento e com um estilo gaúcho , deixa o ambient mai propício para saborear as diversa opçõ de carn lá servida .",1,0,1,0,0,0,0,1
comida maravilhosa ! ! ! !,0,0,1,0,0,0,0,0
sou de manau e difícilment fui a restaurant de comida region tão maravilhoso !,0,0,1,0,0,0,0,0
"para quem tem seu troco no bolso para gastar , está de bom tamanho .",0,0,0,0,0,0,1,0
"atendimento excelent , profission phelip muito educado .",0,0,0,0,0,0,0,1
"ambient familiar , agradável , cardápio variado .",1,0,1,0,0,0,0,0
preço alto demai .,0,0,0,0,0,0,1,0
tipo de estabelecimento ond a quantidad e o lucro é o objetivo princip .,0,0,0,0,0,0,1,0
"local super divertido , espaço para criança .",1,0,0,0,0,0,0,0
"oferecem translado , cerveja gelada , diversidad de comida ... toca rock que é o diferenci .",1,1,1,0,0,0,0,0
"é preciso prestar atenção no preço , por que tem prato que são um absurdo .",0,0,0,0,0,0,1,0
local excelent,0,0,0,1,0,0,0,0
local agradável e de bom atendimento .,0,0,0,1,0,0,0,1
comida saborosa demai .,0,0,1,0,0,0,0,0
( tradução do googl ) a melhor comida de sempr ! ! !,0,0,1,0,0,0,0,0
"local agradável , possui rodízio de sushi ( r $ 39.90 ) com diverso sabor , inclus especiai , atendimento maravilhoso , estacionamento gratuito para client , em frent , funciona até 23 hora .",0,0,0,1,1,0,0,1
"restaurant atrativo , acolhedor , serviço top !",0,0,0,1,0,0,0,1
"valor alto , ma tudo que é bom custa caro .",0,0,0,0,0,0,1,0
se quiser gastar um pouco ma comer num ótimo ambient com carn nobr .,0,0,1,0,0,0,1,0
garçon com um excelent treinamento e as carn com ótimo cort e comida muito gostosa .,0,0,1,0,0,0,0,1
"comida boa , preço bom e banheiro bem limpo !",1,0,1,0,0,0,1,0
boa atendimento e preço justo .,0,0,0,0,0,0,1,1
"ambient bacana , atendimento bom , porém as porçõ sao pequena .",1,0,1,0,0,0,0,1
"uma delícia , sabe aquel lugar da sua infância , que te faz imaginar e brincar com os pensamento , tem un peix empalhado muito daora hahaha , pra quem é de fora igual eu foi muito legal conhec , atendimento nota 10 , petisco regionai delicioso hummm ... prato princip bem servido , poi quas não conseguíamo dar conta de tudo , tudo bem fresco , feito na hora , bom para criança , adulto e idoso , pra todo !",1,0,1,1,0,0,0,1
coqueiro verd sempr excelent e o brian simão presta um atendimento sensacion .,0,0,0,1,0,0,0,1
"uma culinária exótica com especiaria típica da região , um local pequeno , com fila de espera ( pelo meno quando fui tinha ) porém aconchegant .",1,0,1,0,0,0,0,0
ambient bom e agradável .,1,0,0,0,0,0,0,0
"boa comida , bom lugar é bom atendimento , preço compatível com a comida , recomendo o local .",0,0,1,1,0,0,1,0
"meu 2 filho pequeno , meu marido e eu fomo , no domingo de páscoa , almoçar , poi queríamo degustar delícia amazônica .",0,0,1,0,0,0,0,0
"bebida ok , climatização ruim poi estava muito quent , cantora ai vivo fraca e com música fraca , atendimento excelent , comida regular .",1,1,1,0,0,0,0,1
ótima peixaria e preço justo,0,0,0,1,0,0,1,0
"restaurant ótimo para família , ótimo atendimento",0,0,0,1,0,0,0,1
"adorei a culinária do loca , ingredient típico amazonens com um toqu requintado .",0,0,1,0,0,0,0,0
"no dia lotado , o atendimento pode demorar um pouco , ma quando o pedido chega , faz valer a pena a espera .",0,0,0,0,0,0,0,1
"o lugar é espetacular , paisagem nota 1000 , comida excelent , atendimento nota 10 , porçõ individuai a preço justo , fui eu meu há filha e esposa e cada um pediu um prato .",1,0,1,1,0,0,1,1
sushi bom e preço justo .,0,0,1,0,0,0,1,0
"pizza bem gostosa , preço meio salgado e o atendimento de un garçon deixaram a desejar .",0,0,1,0,0,0,1,1
"ambient agradável , atendent educado e simpático , ótima opçõ de salda e preço acessível .",1,0,1,0,0,0,1,1
"fomo atendido pelo garçom sheldon , excelent atendimento , ótima hospitalidad , recomento muito .",0,0,0,0,0,0,0,1
lugar muito agradável .,0,0,0,1,0,0,0,0
pizza ótima !,0,0,1,0,0,0,0,0
"local agradável , amplo , vário ambient e um ótimo atendimento .",1,0,0,1,0,0,0,1
boa variedad de carn e limpeza do ambient impecável .,1,0,1,0,0,0,0,0
