sentenca,ambiente,bebida,comida,geral,localização,outros,preço,serviço
Um excelente restaurante de alto nível um ótimo serviço e ótima comida considero cinco estrelas e talvez um dos melhores de Manaus para peixes,0,0,1,1,0,0,0,1
"Restaurante top, atendimento realizado por Rafael!",0,0,0,1,0,0,0,1
"Uma otima opção local, pra quem gosta de massa",0,0,1,1,0,0,0,0
Ambiente agradável e amplo com uma bela vista do rio negro,1,0,0,0,0,0,0,0
"Considerando o ambiente, é a melhor churrascaria de Manaus: o lugar é requintado, a decoração com a adega no salão principal é muito agradável.",1,0,0,1,0,0,0,0
A melhor pizzaria de Manaus!!,0,0,0,1,0,0,0,0
Restaurante aconchegante.,0,0,0,1,0,0,0,0
Melhor churrascaria de Manaus!,0,0,0,1,0,0,0,0
Primeira churrascaria que fui em que achei a salada melhor que a carne!,0,0,1,0,0,0,0,0
Merece a oportunidade deste excelente restaurante que com certeza elevará o seu nível tendo este profissional como colaborador!!!,0,0,0,1,0,0,0,0
A área infantil ?,0,0,0,0,0,1,0,0
Restaurante tradicional.,0,0,0,1,0,0,0,0
Ótimo restaurante .. peixe incrível e o Baião .. de respeito,0,0,1,1,0,0,0,0
Restaurante muito agradável com a melhor gastronomia da região.,0,0,1,1,0,0,0,0
"A melhor e mais completa churrascaria de Manaus, moderna, que trabalha com todos os cortes, carnes de qualidades e de origem comprovada!!!",0,0,1,1,0,0,0,0
Sempre uma ótima opção...mas o pessoal é demorado para atender e fazer a entrega.,0,0,0,1,0,0,0,1
Boa opção de bebidas e comidas típicas.,0,1,1,0,0,0,0,0
Bom restaurante.,0,0,0,1,0,0,0,0
"Restaurante com bacalhau normal, não sei o que viram demais nele.",0,0,1,0,0,0,0,0
Excelente restaurante na Cachoeirinha.,0,0,0,1,0,0,0,0
"Para beber, suco de cupuaçu ou de graviola... Pronto, agora já posso voltar para casa satisfeitíssimo e com vontade de voltar e me deliciar com os sabores e aromas da capital amazonense.",0,1,0,0,0,0,0,0
Com certeza a melhor opção gastronômica de Manaus.,0,0,1,0,0,0,0,0
Excelente opção de restaurante.,0,0,0,1,0,0,0,0
Melhor churrascaria de Manaus,0,0,0,1,0,0,0,0
"Este restaurante, relativamente novo na cidade é uma ótima opção para comer um bom peixe e mais elaborado.",0,0,1,0,0,0,0,0
"Na realidade, trata-se de um bar flutuante, onde você pode comer, beber e tomar banho no rio com segurança, além de praticar stand-up; alugam-se pranchas no local.",1,0,0,1,0,0,0,0
"Ambiente agradável espetacular, excelente atendimento, comida maravilhosa, tradicional restaurante com comidas típicas.",1,0,1,1,0,0,0,1
Uma ótima opção para conhecer um pouco de Manaus...Restaurante Flutuante no Rio Negro com estrutura de lazer e ambiente agradável.,1,0,0,1,0,0,0,0
Restaurante bom e comida de excelente qualidade.,0,0,1,1,0,0,0,0
O La Parrilla sem dúvida hoje é a melhor opção para que está próximo ao aeroporto ou em regiões próximas no raio de 10 KM máximo.,0,0,0,0,1,0,0,0
Esta é uma ótima opção para um descanso em um final de semana.,0,0,0,1,0,0,0,0
"Apesar de ser um restaurante pequeno e que não possui estacionamento privado, até então é fácil estacionar o carro nas proximidades do restaurante.",1,0,0,0,1,0,0,0
"Bar tradicional de samba raiz em Manaus, bem popular, simples com público variado e cerveja gelada.",1,1,0,1,0,0,0,0
O melhor restaurante de Manaus.,0,0,0,1,0,0,0,0
Ótima opção de gastronomia regional norte/nordestino.,0,0,1,0,0,0,0,0
"Restaurante amplo, bom atendimento e as carnes são ótimas.",1,0,1,0,0,0,0,1
Sem dúvidas a melhor churrascaria de Manaus ?,0,0,0,1,0,0,0,0
Serve formiga saúva ...Mais uma ótima opção em Manaus!,0,0,1,1,0,0,0,0
"Não é um restaurante barato, mas definitivamente uma experiência gastronómica!",0,0,1,0,0,0,1,0
Excelente restaurante.,0,0,0,1,0,0,0,0
Procure o que há de melhor em botecos pra comer um petisco e conversar sobre a vida em geral e você encontrará neste local a melhor opção!,0,0,1,1,0,0,0,0
"Como todo bom restaurante português, o rei do cardápio é o bacalhau, apesar da cidade estar repletas de peixarias com pratos típicos regionais e peixes de água doce, esse na verdade é um restaurante que estando em Manaus, vale a pena incluir nas suas prioridades.",0,0,1,1,0,0,0,0
"Excelente restaurante, garçom Pedro nos atendeu impecavelmente, a comida estava muito gostosa!",0,0,1,1,0,0,0,1
Uma excelente opção para se reunir com familiares ou amigos.,0,0,0,1,0,0,0,0
Fui ao restaurante e saboreei uma bela picanha.,0,0,1,0,0,0,0,0
Uma ótima opção de rodízio de carne!,0,0,1,0,0,0,0,0
Ótimo restaurante,0,0,0,1,0,0,0,0
Excelente opção para almoço e jantar.,0,0,0,1,0,0,0,0
"O restaurante possui boa localização, dentro de um dos melhores shoppings da região.",0,0,0,0,1,0,0,0
"Restaurante maravilhoso, camarão,  carne de sol, sobremesas deliciosas e música ?ao vivo.",1,0,1,1,0,0,0,0
Restaurante excelente!!!,0,0,0,1,0,0,0,0
"As pessoas nos atenderam bem e fiz uma reserva ao lado da área kids foi bacana tinha pula pula, escorregador, cavalinho bem bacana pra se divertir num local diferente e comer diversidades de comida.",1,0,1,0,0,0,0,1
Ótimo restaurante,0,0,0,1,0,0,0,0
"Bom café, falta uma melhor apresentação dos tipos de grãos,  não servem água com gás, ótima opção de lanches, porém, com valor um pouco salgado..",0,1,1,0,0,0,0,1
Boa opção pra comer peixe.,0,0,1,0,0,0,0,0
Muito bom o restaurante!,0,0,0,1,0,0,0,0
"Restaurante sofisticado, é uma ótima opção para quem quer comer comida típica.",0,0,1,1,0,0,0,0
"Excelente opção no café, almoço ou brunch!!!",0,0,0,1,0,0,0,0
"Restaurante tranquilo, bom atendimento, atendente Mateus foi muito atencioso.",0,0,0,1,0,0,0,1
"Restaurante muito bom, super recomendo atendimento diferenciado e os pratos deliciosos",0,0,1,1,0,0,0,1
"Vou ao Gaúcho's, quase toda vez para comemorar algo, um restaurante com buffet agradável, carnes deliciosas, sobremesas boas, limpo, bebidas agradáveis, garçons simpáticos, em geral bom restaurante para ir.",1,1,1,1,0,0,0,1
Hoje eh o resquício do que já foi a pastelaria muito boa de Manaus.,0,0,0,1,0,0,0,0
"Maravilhoso restaurante para desfrutar com a família, ou amigos pratos variados do cardápio amazonense.",0,0,1,1,0,0,0,0
"Melhor restaurante em Manaus, sem duvida!!",0,0,0,1,0,0,0,0
"Ótimo restaurante, ambiente calmo e moderno, mesas bem distruídas, a pesar do espaço não ser grande, com bom atendimento.",1,0,0,1,0,0,0,1
"Restaurante muito bonito, música ambiente de qualidade, comida maravilhosa, o atendimento foi ótimo em especial pelo sr. Pedro Jacks que nos deu a sugestão do prato que fez a felicidade da família!",1,0,1,0,0,0,0,1
"Excelente restaurante self service, com um cardápio variado e de excelente qualidade.",0,0,1,1,0,0,0,0
"O café regional Priscila é uma excelente opção para quem quer uma refeição diversificada, pois lá você muitas comidas típicas: tapiocas de vários sabores, bolos diversos - vale a pena conferir o bolo de aimpim com cobertura de calda de cupuaçu.",0,0,1,0,0,0,0,0
É uma boa opção para almoço com amigos quando não se quer gastar tanto indo em um rodízio.,0,0,0,1,0,0,1,0
"Um ótimo restaurante, ar condicionado, atendimento top.",1,0,0,1,0,0,0,1
"É bem divertido, mas poderia ter mais mesas na área externa",1,0,0,1,0,0,0,0
"Atendimento excelente, e para quem tem crianças, tem uma área kids muito boa,  com brinquedos novos e muitas opções pros pequenos.",1,0,0,0,0,0,0,1
"Quem procura diversidade e está disposto a pagar um pouco mais por isso, pode encontrar no Molen uma ótima opção.",0,0,0,1,0,0,1,0
O bar mais tradicional de Manaus.,0,0,0,1,0,0,0,0
"Restaurante aconchegante, música ao vivo, excelente atendimento, e qualquer prato e feito com muito capricho e muito sabor.",1,0,1,1,0,0,0,1
A localização é boa também e numa rua tranquila de estacionar .,0,0,0,0,1,0,0,0
Mais uma ótima opção em Manaus!,0,0,0,1,0,0,0,0
Restaurante excelente.,0,0,0,1,0,0,0,0
O Mercato 101 tem área interna e externa.,1,0,0,0,0,0,0,0
"É um ótimo restaurante onde se come muito bem ,com um preço  compatível  com o nível do restaurante.",0,0,1,1,0,0,1,0
"Restaurante bom, vale a pena para um jantar tranquilo.",0,0,0,1,0,0,0,0
O melhor restaurante de peixe gourmet de Manaus!,0,0,1,0,0,0,0,0
Melhor restaurante de Manaus,0,0,0,1,0,0,0,0
"Ótima opção, variedade de pizzas",0,0,1,1,0,0,0,0
Uma boa opção,0,0,0,1,0,0,0,0
"Ótimo restaurante anexo ao Manauara Shopping, com pratos típicos do Amazonas.",0,0,1,1,0,0,0,0
"Ótimo bar local para um lanche rápido, com cervejas locais e conversar com pessoas locais agradáveis!",1,1,1,0,0,0,0,0
É um bar obrigatório para qualquer dia da semana.,0,0,0,1,0,0,0,0
"Estava em outro local, fui ao Banzeiro so pra conhecer o tao famoso restaurante, entao nao pedi prato principal.",0,0,0,0,0,1,0,0
Melhor restaurante,0,0,0,1,0,0,0,0
"Na cozinha a agitação tem nome: Felipe Schaedler, o jovem chef que fez fama ao utilizar elementos inusitados na sua cozinha regional e recentemente fincou um pé na capital paulista, com uma...filial.",0,0,0,0,0,0,0,1
"O Alentejo é sem dúvida um excelente restaurante português que nada fica a dever a qualquer outro restaurante, em qualquer lugar do mundo.",0,0,0,1,0,0,0,0
"Vibe massa, melhor bar do Centro de Manaus.",0,0,0,1,0,0,0,0
Melhor churrascaria de Manaus,0,0,0,1,0,0,0,0
"O chopp local é muito bom..O restaurante fica no primeiro piso, com janelas enormes que têm vista para o Teatro Amazonas.",1,1,0,0,0,0,0,0
"Localizado em um centro gastronômico, com estacionamento comum privativo gratuito, esse local oferece chopp e petiscos a bons preços e ótima qualidade, servidos por meio de um bom atendimento, em um ambiente bem arejado, área comum, rústico e coberto.",1,1,1,0,1,0,1,1
"Pizzaria ampla, climatizada, limpa e pizzas de ótima qualidade (massa fina, cobertura na medida certa e borda salpicada de gergelim).",1,0,1,0,0,0,0,0
Restaurante muito bom.,0,0,0,1,0,0,0,0
Melhor restaurante de culinária local.,0,0,0,1,0,0,0,0
"Todos são muito atenciosos, hoje em dia pra mim o Matsuri é um dos melhores japonês de Manaus.",0,0,0,1,0,0,0,1
"Confesso que esperava mais do restaurante, isso pode ter impactado na minha avaliação, mas é uma belíssima opção de jantar a dois, com a vista da praça e do teatro e pratos bem feitos, esteticamente muito bem apresentados e saborosos.",1,0,1,1,0,0,0,0
Ótimo restaurante.,0,0,0,1,0,0,0,0
"O chopp local é muito bom..O restaurante fica no primeiro piso, com janelas enormes que têm vista para o Teatro Amazonas.",1,1,0,0,0,0,0,0
Churrascaria mais top de Manaus!,0,0,0,1,0,0,0,0
"Comida muito boa, área externa agradável, o pedido não demorou muito pra chegar.",1,0,1,0,0,0,0,1
"Ambiente agradável espetacular, excelente atendimento, comida maravilhosa, tradicional restaurante com comidas típicas.",1,0,1,1,0,0,0,1
"É um bar comum mas com uma localização invejável, a partir das 17: horas coloca suas mesas na rua, literalmente.",0,0,0,1,1,0,0,0
Ótimo restaurante,0,0,0,1,0,0,0,0
Acho que é o primeiro restaurante italiano em Manaus que me satisfez no sabor.,0,0,0,1,0,0,0,0
"Restaurante atrativo, acolhedor, serviço top!",0,0,0,1,0,0,0,1
Atendimento e alimentação excelente,0,0,1,0,0,0,0,1
"Como todo bom restaurante português, o rei do cardápio é o bacalhau, apesar da cidade estar repletas de peixarias com pratos típicos regionais e peixes de água doce, esse na verdade é um restaurante que estando em Manaus, vale a pena incluir nas suas prioridades.",0,0,1,1,0,0,0,0
"Excelente localização, com música boa, excelentes pratos, paisagem deslumbrante, ótima opção pra levar a família e até mesmo só e fazer novas amizades.",1,0,1,1,1,0,0,0
E temos muito prazer em dizer que o La Parrilla é além de um excelente restaurante um lugar para estar com a família e com amigos .,0,0,0,1,0,0,0,0
"Excelente restaurante, provavelmente o melhor de Manaus.",0,0,0,1,0,0,0,0
"No calçada alta vc chega 11h e eles ainda vão cozinhar tudo, ou seja, tempo de espera é no mínimo 40 minutos, isso para o prato do dia, imagina os outros pratos mais trabalhados....",0,0,0,0,0,0,0,1
"A nova loja do Adrianópolis no início da rua Paraíba é ótima, espaçosa e possui bom estacionamento.",1,0,0,0,1,0,0,0
O melhor bar com música ao vivo é o melhor samba.,1,0,0,0,0,0,0,0
Uma ótima opção!,0,0,0,1,0,0,0,0
"Ótimo restaurante, ótimos preços, comida saborosa... Situado dentro do mercado central, voltaria novamente e recomendo a todos a visita!!",0,0,1,1,1,0,1,0
Excelente restaurante.,0,0,0,1,0,0,0,0
"Com certeza um dos melhores estabelecimentos da cidade, aqui você consegue comer bem e ainda ser muito bem atendido.",0,0,1,1,0,0,0,1
Restaurante excelente.,0,0,0,1,0,0,0,0
"Tudo muito maravilhoso, área kids muito boa, as pizzas demoraram um pouco, mas o Eduardo conseguiu nós trazer nossas preferências, fora isso tudo foi muito bom.",1,0,0,1,0,0,0,1
"(Tradução do Google) A opção vegana não foi tão boa, mas adorei o ketchup de curry e chipotle.",0,0,1,0,0,0,0,0
Excelente restaurante,0,0,0,1,0,0,0,0
Essa é uma boa opção de restaurante regional de rede.,0,0,0,1,0,0,0,0
"Restaurante maravilhoso, do atendimento dos funcionários todos solícitos e educados, ambiente lindíssimo e confortável..comida gostosa demais.. Lado ruim do estabelecimento são os preços, um verdadeiro assalto a mãos armadas, uma tigela de arroz pequena, uma porção de brócolis refogado e três pedaços pequenos de bacalhau por 370 reais... Portanto quem não quer gastar muito, não índico!",1,0,1,1,0,0,0,1
Muito top melhor churrascaria de Manaus!,0,0,0,1,0,0,0,0
"A costela de Tambaqui da unidade do Shopping Manauará, da de dez em outro restaurante famoso de Manaus, muito saboroso e com uma guarnição quea até da para dividir com mais uma pessoa (que coma pouco).",0,0,1,0,0,0,0,0
Um ótimo restaurante em Manaus tradicional,0,0,0,1,0,0,0,0
Excelente opção de entretenimento com os amigos.,0,0,0,1,0,0,0,0
Restaurante obrigatório conhecer em Manaus,0,0,0,1,0,0,0,0
"(Tradução do Google) Big hambúrgueres com um ótimo sabor, um bar adicional, você tem que chegar cedo porque geralmente fica cheio  (Original) Hamburguesas grandes con un gran sabor, un bar adicional, hay que llegar temprano por qué suele llenarse",1,0,1,0,0,0,0,0
"Fui comemorar mais uma data super especial neste incrível restaurante, como sempre, atendimento impecável e comida saborosa e o melhor com preço justo...",0,0,1,1,0,0,1,1
Na minha opinião o melhor restaurante contemporâneo de Manaus.,0,0,0,1,0,0,0,0
Restaurante típico nordestino com pratos variados da cozinha nordestina.,0,0,1,1,0,0,0,0
Excelente restaurante.,0,0,0,1,0,0,0,0
"Estacionar é um pouco trabalhoso, visto que fica em uma rua movimentada.",0,0,0,0,1,0,0,0
"Tradicional restaurante de Manaus,  excelente variedade de comida,  pratos sofisticados, e uma culinária bem diversificada, em um ambiente que se adequou a modernidade.",1,0,1,1,0,0,0,0
