sentenca,ambiente,bebida,comida,geral,localização,outros,preço,serviço
pedimo uma deliciosa e surpreendent caipirinha de jambu .,0,1,0,0,0,0,0,0
boa programação music .,1,0,0,0,0,0,0,0
"lugar agradável , com estacionamento acessível , tempo de espera razoável , preço padrão , atendimento com com eficácia , prato atrativo , espaço infantil , banheiro higienizado .",1,0,1,1,1,0,1,1
comida muito boa excelent experiência,0,0,1,1,0,0,0,0
experiência horrível !,0,0,0,1,0,0,0,0
"lugar bom , porém muito apertado o preço é um pouco elevado ma se paga pelo lugar .",1,0,0,1,0,0,1,0
ótimo lugar música boa e bom atendimento,1,0,0,0,0,0,0,1
super indico ! !,0,0,0,1,0,0,0,0
"ótimo ambient e bom atendimento , porém os preço poderiam ser mai atrativo",1,0,0,0,0,0,1,1
"na cozinha a agitação tem nome : felip schaedler , o jovem chef que fez fama ao utilizar elemento inusitado na sua cozinha region e recentement fincou um pé na capit paulista , com uma ... filial .",0,0,0,0,0,0,0,1
"vale a pena conferir o pirarucu com shitak , arroz negro e purê de mandioquinha .",0,0,1,0,0,0,0,0
"comida boa , ambient bom , preço justo , atendimento rápido , estacionamento gratuito .",1,0,1,0,1,0,1,1
lugar excelent,0,0,0,1,0,0,0,0
"bom atendimento , lanch gostoso , preço um pouco caro",0,0,1,0,0,0,1,1
ótimo tudo muito gostoso,0,0,1,1,0,0,0,0
"a sobremesa de petit gâteau é muito boa , com um valor considerável .",0,0,1,0,0,0,1,0
"bela carta de vinho , bebida diversa , peix muito saboroso e sobremesa divina .",0,1,1,0,0,0,0,0
"espaço excelent amplo e boa recepção da eliandra , pérola , andreza e geiza e atendimento em mesa pelo senna ! !",1,0,0,0,0,0,0,1
"meu café preferido , atendimento ótimo , preço razoável , tudo de qualidad",0,1,0,0,0,0,1,1
"um lugar excelent , bom atendimento , comida maravilhosa ?",0,0,1,1,0,0,0,1
"buffet limitado , ma é um local agradável , nada instagramavel , carn gostosa .",0,0,1,1,0,0,0,0
"garçon atencioso , amplo estacionamento e só !",0,0,0,0,1,0,0,1
comida típica da amazônia em alto estilo !,0,0,1,0,0,0,0,0
"pão só presta no mesmo dia , amanhec já está duro de mai .",0,0,1,0,0,0,0,0
"fomo super bem atendida pelo rafael , a comida como sempr maravilhosa e o custo benefício está entr os melhor de manau ... recomendadíssimo",0,0,1,0,0,0,1,1
foi o lugar em que escolhemo pra comemorar essa data especi !,0,0,0,0,0,1,0,0
"experiência lamentável , sem exagero , pedi para ser atendido uma 3 veze e os atendent não vinham , passei aproximadament 15 minuto em pé aguardando para sentar , depoi de conseguir sentar passamo mai un 25 minuto e não fomo atendido .",0,0,0,1,0,0,0,1
"sabor , ambient familiar .... frequentadora a muito ano",1,0,0,0,0,0,0,0
"ambient confortável , comida muito boa e todo muito simpático",1,0,1,0,0,0,0,0
ambient agradável e comida maravilhosa .,1,0,1,0,0,0,0,0
"boa opção para momento informai , em família ou com amigo .",0,0,0,1,0,0,0,0
"comida gostosa , limpeza externa boa , preço justo pendendo pro barato e atendimento regular !",1,0,1,0,0,0,1,1
"a pizza e a pior que comi em manau , a massa da pizza é braaanca e sem gosto , o pessoal é super atencioso mai a comida é mala não volto mai , para quem deseja saber o custo vale 35 o rodízio por pessoa e o refrigerant é fora part 5 reai cada refrigerant o suco é malo , dess que vc compra no supermercado em sacola pequena congelada .. o lugar é bom mai se a comida for mala todo é malo",0,0,1,0,0,0,0,1
"comida deliciosa e ótimo atendimento do edson jr. restaurant detentor de nota única e individualidad fenomen , seja em gastronomia da terra quanto do mar .",0,0,1,0,0,0,0,1
"ambient agradável , bem localizado , fácil acesso , comida muito boa , eu recomendo !",1,0,1,0,1,0,0,0
"e um hambúrguer d tambaqui com pão d açaí , gostoso , embora pudess ser mai caprichado ( pão maior , mai queijo… ) .",0,0,1,0,0,0,0,0
ótimo excelent lugar agradável boa comida nota 10,0,0,1,1,0,0,0,0
"qualidad excepcion , rodízio com preço justo e ambient muito bom para sair em grupo .",1,0,1,0,0,0,1,0
"ual , amo café com tapioca e castanha , e lá tem uma maravilhosa , para fã de café ótimo local a ser visitado diverso tipo de bolo com pouco glúten ..",0,1,1,0,0,0,0,0
partindo da recomendação do trip advisor escolhemo o número um de manau em comida region .,0,0,0,1,0,0,0,0
"excelent local para um café no fim de tard , o melhor café , alimento e serviço da cidad",0,1,1,0,0,0,0,0
"cerveja gelada , tira-gosto muito bom , ótimo ambient e atendimento bem realizado .",1,1,1,0,0,0,0,1
"prato delicioso , autêntico , com preço normai .",0,0,1,0,0,0,1,0
melhor café region da cidad,0,1,0,0,0,0,0,0
ótimo local com um excelent atendimento,1,0,0,0,0,0,0,1
a hamburguela foi uma da experiência mai fantástica em relação tanto ao atendimento quanto a comida .,0,0,1,0,0,0,0,1
"comi um escondidinho de carn seca maravilhoso além da variedad de comida nordestina no self servic , sem contar o delicioso petit gateau que ele servem , simplesment delicioso .",0,0,1,0,0,0,0,0
"um ótimo local , as comida veem quentinha , muito saborosa ... atendimento maravilhoso",1,0,1,0,0,0,0,1
"ambient diferent , uma pared enorm com vária cachaça diferent .",1,0,0,0,0,0,0,0
"lugar maravilhoso , excelent atendimento , e uma comida de excelência , deliciosa , recomendamo muito o dedé boteco",0,0,1,1,0,0,0,1
"refinado , tranquilo , com boa música , excelent atendimento e menu maravilhoso !",1,0,1,0,0,0,0,1
"aconchegant , agradável , de fácil acesso , amei estar lá .",1,0,0,0,1,0,0,0
melhor pizza tradicion que exist em manau,0,0,1,0,0,0,0,0
boa localização .,0,0,0,0,1,0,0,0
tem uma carn de sol muito boa e un bolinho de macaxeira excelent .,0,0,1,0,0,0,0,0
um local maravilhoso,0,0,0,1,0,0,0,0
lugar maravilhoso,0,0,0,1,0,0,0,0
primeira churrascaria que fui em que achei a salada melhor que a carn !,0,0,1,0,0,0,0,0
lugar agradável com gent bonita e ótimo prato ...,1,0,1,1,0,0,0,0
música excelent,1,0,0,0,0,0,0,0
"a culinária local é excelent , ma nada se compara ao cardápio e combinaçõ que ess restaurant foi capaz de proporcionar .",0,0,1,0,0,0,0,0
lugar muito bom para fazer sua festa empresariai .,0,0,0,1,0,0,0,0
preço acessível e lanch delicioso .,0,0,1,0,0,0,1,0
considerada a melhor carn de sol do nort e a segunda do norte/nordest .,0,0,1,0,0,0,0,0
um ótimo espaço ambient climatizado ótimo para ir em família e uma perfeita recepção .,1,0,0,0,0,0,0,1
"atendimento muito demorado ignoraram a nossa mesa varia veze , e a comida não foi a da melhor , acredito que há melhor opçõ pelo mesmo preço ou até mai barato .",0,0,1,0,0,0,1,1
"na cozinha a agitação tem nome : felip schaedler , o jovem chef que fez fama ao utilizar elemento inusitado na sua cozinha region e recentement fincou um pé na capit paulista , com uma ... filial .",0,0,0,0,0,0,0,1
"ressalto a dedicação do profissionai , em especi , porqu minha mãe deixou cair seu aparelho auditivo lá e mesmo sendo algo minúsculo e de difícil identificação os profissionai da limpeza tiveram o cuidado e a delicadeza de guardar mesmo sem saber o que era .",0,0,0,0,0,0,0,1
suco regionai espetacular .,0,1,0,0,0,0,0,0
"menu diversificado maravilhoso , tempo de espera é dentro da média ma não sofrido como comument acontec , o ambient agradável com decoração jovial e a boa música ajudam a passar quas desperdício , daria uma estrela a mai para a carta de drink .",1,1,1,0,0,0,0,0
"local com café region maravilhoso , ideal para levar quem visita à cidad .",0,1,0,0,0,0,0,0
"restaurant muito bonito , música ambient de qualidad , comida maravilhosa , o atendimento foi ótimo em especi pelo sr. pedro jack que no deu a sugestão do prato que fez a felicidad da família !",1,0,0,0,0,0,0,1
"ambient bonito , estacionamento próprio , preço honesto e a comida estava muito boa .",1,0,1,0,1,0,1,0
ok melhor restaurant do brasil,0,0,0,1,0,0,0,0
"ambient muito bom , música ambient ótima e comida maravilhosa .",1,0,1,0,0,0,0,0
top mesmo !,0,0,0,1,0,0,0,0
lugar muito bom no geral .,0,0,0,1,0,0,0,0
"lugar excelent , comida boa e preço bom",0,0,1,1,0,0,1,0
uma da melhor stickhaus tematica,0,0,0,0,0,1,0,0
"comida muito apetitosa , muita variedad de prato , carn de sol no ponto do sal , feijão tropeiro muito gostoso .",0,0,1,0,0,0,0,0
"as pessoa no atenderam bem e fiz uma reserva ao lado da área kid foi bacana tinha pula pula , escorregador , cavalinho bem bacana pra se divertir num local diferent e comer diversidad de comida .",1,0,1,0,0,0,0,1
tudo muito caro e a comida não vale o valor cobrado .,0,0,1,0,0,0,1,0
"possui ótima estrutura , lugar bonito e arejado .",1,0,0,0,0,0,0,0
"ótima comida , preço acessível .",0,0,1,0,0,0,1,0
tem ambient climatizado e ambient externo .,1,0,0,0,0,0,0,0
"melhor experiência , ótima comida .",0,0,1,1,0,0,0,0
"est restaurant é novo fairl , abertura em maio .",0,0,0,0,0,1,0,0
melhor pizza da zona sul chora pra vender fiado,0,0,1,0,0,0,0,0
"ótimo , maravilhoso local , limpo bonito atendimento , de excelência . ?",1,0,0,1,0,0,0,1
destino obrigatório pra quem gosta de boa comida !,0,0,1,0,0,0,0,0
"além disso , o atendimento é muito bom e o ambient super agradável ! ! !",1,0,0,0,0,0,0,1
"localidad ótima , clima ótimo , preço bom , comida muito ótima , e ainda tem bastant variedad , tudo é muito bom aqui",1,0,1,1,1,0,1,0
"ótimo atendimento do rafael , comida muito gostosa , sempr mantendo o padrão de sabor e atendimento",0,0,1,0,0,0,0,1
preço bom e comida variada e de qualidad,0,0,1,0,0,0,1,0
cardápio variado e de bom gosto preço justo ma o espaço é apertado e os pegador de alimento ficam em cima do mesmo .,1,0,1,0,0,0,1,0
"tive uma pessima experiência , a pizza chegou fria , a massa parec uma panqueca grudenta , molho ruim borda ruim , nunca mai irei pedir .",0,0,1,1,0,0,0,0
ambient bom e comida muito boa,1,0,1,0,0,0,0,0
"gostamo tanto do restaurant que em uma semana fomo dua veze ... prato feito caprichosament , com ingredient locai e um atendimento primoroso ! ! !",0,0,1,1,0,0,0,1
"tivemo um ótimo atendimento pelo garçom bruno , no deu opção de comida e o local e ambient muito agradável , comida excelent .",1,0,1,0,0,0,0,1
"na realidad , trata-s de um bar flutuant , ond você pode comer , beber e tomar banho no rio com segurança , além de praticar stand-up ; alugam-s prancha no local .",1,0,0,1,0,0,0,0
"luz ambient muito agradável , o som ambient ao meu gosto achei um pouco alto , dificulta a conversa , porém o garçom no explic que o volum aumenta certo horário da noit , boa opçõ de aperitivo , carta de vinho com valor acessívei porém poderia ser mai justo com relação á valor de ... mai",1,1,1,0,0,0,1,0
"atendimento , comida , ambient ... sem dúvida e a melhor rede de restaurant do brasil !",1,0,1,1,0,0,0,1
muito gostoso a carn dai,0,0,1,0,0,0,0,0
excelent custo benefício .,0,0,0,0,0,0,1,0
"excepcion , tudo de bom , temático , cerveja hiper gelada e comida saborosa",0,1,1,1,0,0,0,0
local excelent tanto para o almoço como jantar .,0,0,0,1,0,0,0,0
uma ótima variedad de pizza e um rodízio incrível,0,0,1,0,0,0,0,0
"atendimento ótimo do deni , muito educado , gent boa , muito bom ? ?",0,0,0,0,0,0,0,1
"ótimo atendimento , comida deliciosa , sobremesa , preço razoável e limpo !",0,0,1,0,0,0,1,1
"atendimento ótimo , preço muito bom , pizza saborosa , nota 10",0,0,1,0,0,0,1,1
"atendimento de excelência , variedad de massa de qualidad , o temperinho maravilhoso do molho , super recomendo",0,0,1,0,0,0,0,1
"aproveitando a popularidad do stand up paddk , é uma excelent opção de passeio , gastronomia e diversão .",0,0,1,1,0,0,0,0
"a grand maioria ruin , alguma vinham queimada e outra que tinham o gosto horrível .",0,0,1,0,0,0,0,0
"é um lugar familiar , muito bom , porém as coisa são muito cara ...",0,0,0,1,0,0,1,0
"restaurant novo , muito agradável e atendimento excelent .",0,0,0,1,0,0,0,1
lugar arejado para tomar uma cerveja gelada e com excelentíssimo atendimento .,1,1,0,0,0,0,0,1
para um bom bate-papo .,0,0,0,0,0,1,0,0
"110 pila por doi chopp e dua porçõ pequena , demorada e mal feita .",0,0,0,0,0,0,1,1
"porém na comida , deixou um pouco a desejar , achei os prato pequeno , algun ... mai",0,0,1,0,0,0,0,0
"recomendo está churrascaria , atendimento com excelência , aparador completo e variado , churrasco de alto nível com carn nobr e complemento delicioso .",0,0,1,1,0,0,0,1
demora no atendimento e um lugar quent,1,0,0,0,0,0,0,1
local bem agradável .,0,0,0,1,0,0,0,0
"com uma boa estrutura e excelent pista para jogar , conta também com sinuca , vídeo game e outro jogo .",1,0,0,0,0,0,0,0
ambient muito bom .,1,0,0,0,0,0,0,0
"lugar simpl , comida boa e preço justo .",0,0,1,1,0,0,1,0
"ótimo lugar , ambient agradável e atendimento rápido",1,0,0,1,0,0,0,1
"conhecendo a grand maioria se não todo em manau , aqui são servida carn variada no ponto que desejar e acompanhamento adequado , com ótimo preço , maitr e garçon atencioso .",0,0,1,0,0,0,1,1
"uma da churrascaria mai tradicion de manau , a búfalo oferec um ambient requintado e super agradável , com uma culinária sem igual , prato ótimo e cardápio super variado vale pena conferir .",1,0,1,1,0,0,0,0
"quem deseja comemorar com estilo ou mesmo apreciar a melhor comida de manau , tem que ir ao banzeiro , sem dúvida é um restaurant completo , para deixar você feliz e satisfeito .",0,0,1,1,0,0,0,0
"ambient super agradável , boa comida , bom vinho , recomendo sem medo de errar .",1,1,1,1,0,0,0,0
um salgado mai gostoso que outro e atendimento excelent ?,0,0,1,0,0,0,0,1
"excelent localização , com música boa , excelent prato , paisagem deslumbrant , ótima opção pra levar a família e até mesmo só e fazer nova amizad .",1,0,1,1,1,0,0,0
"uma excelent opção pra quem busca requint e qualidad , e um ótimo atendimento ! !",0,0,0,1,0,0,0,1
ótimo lugar .,0,0,0,1,0,0,0,0
"já fui alguma veze com amigo e achei o lugar ótimo , porém ness domingo levei minha mãe e as mesa estavam suja , o local cheio de mosca , atendimento demorado fiquei chamando vário garçon ... enfim não sei o que está acontecendo com o lugar ?",1,0,0,1,0,0,0,1
atendimento do garçom neto excelent .,0,0,0,0,0,0,0,1
porçõ e sabor generoso .,0,0,1,0,0,0,0,0
"pizza muito gostosa , atendimento e local maravilhoso",0,0,1,1,0,0,0,1
"estrutura boa , muito concorrido cheio de gent .",1,0,0,0,0,0,0,0
lugar aconchegant e bom atendimento .,1,0,0,0,0,0,0,1
funcionário muito educado e bem preparado .,0,0,0,0,0,0,0,1
preço justo .,0,0,0,0,0,0,1,0
o menu é incrível e o atendimento perfeito .,0,0,1,0,0,0,0,1
"é um do melhor restaurant que ja visitei , possui um ótimo cardapio , vasto cardapio de bebida e drink , em especi o cosmopolitan , e um ambient muito aconchegant .",1,1,1,1,0,0,0,0
"o atendimento é muito bom , ma os prato são um pouco inflacionado e não são bem servido ... vale a experiência , ma realment não é a verdadeira experiência manauara ... gourmet demai .",0,0,1,0,0,0,1,1
"melhor lugar de manau , para saborear aquela carn maravilhosa .",0,0,1,1,0,0,0,0
"o preço baixo em relação a cantina não pode justificar uma massa que não chega no ponto , o molho esturricado pelo forno e uma mini almondega quent demai por fora e crua por dentro .",0,0,1,0,0,0,1,0
"música boa ( para meu gosto ) : regga , rock pop nacion e internacion ... quando eu fui , fiz sup .",1,0,0,0,0,0,0,0
o rodizio tem otimo custo beneficio e a qualidad do sushi permanc alta .,0,0,1,0,0,0,1,0
ótimo atendimento !,0,0,0,0,0,0,0,1
realment region moderno em conjunto com a leveza da apresentaçõ .,0,0,1,0,0,0,0,0
"lugar até que é legalzinho , má porém a primeira vez que vejo gent brigar e depoi volta para festa colocando em risco pessoal que não tem nada haver ... , preço acima da média da bebida e do petisco ( um detalh , não vend bald com as bebida ) .tem que 4 unidad pra ele lhe darem um bald com gelo ...",1,0,0,1,0,0,1,0
"gostei muito , excelent atendimento , ótima degustação amei",0,0,1,1,0,0,0,1
culinária com especiaria portuguesa e regionai também .,0,0,1,0,0,0,0,0
o local é super agradável tem um ótimo atendimento os prato são espetacular desd a entrada ao prato princip ... recomendo .,0,0,1,1,0,0,0,1
"ótima comida region de qualidad , bom atendimento , vária opçõ de prato e bebida ... ótimo restaurant .",0,0,1,1,0,0,0,1
sensacion o pirarucu a milanesa de uarini com um hiper delicioso arroz cremoso com banana frita e outro super ingredient .,0,0,1,0,0,0,0,0
"valor alto pro que entregam no prato , muita promoçõ mostrando inclus que o preço poderia ser melhor.mai",0,0,0,0,0,0,1,0
um restaurant bem conceituado na cidad com ambient elegant e acolhedor .,1,0,0,0,0,0,0,0
atendimento impecável e funcionário mega atencioso .,0,0,0,0,0,0,0,1
"churrascaria ótima , muito gostosa , localização privilegiada .",0,0,1,1,1,0,0,0
comida maravilhosa,0,0,1,0,0,0,0,0
preço bom e ótimo café da manhã .,0,0,1,0,0,0,1,0
bom custo benefício porém o atendimento fica muito lento de domingo .,0,0,0,0,0,0,1,1
rodízio razoável com preço justo .,0,0,1,0,0,0,1,0
"restaurant típico da cozinha amazonens , adoramo o peix com arroz de tucumã e pure de macaxeira .",0,0,1,1,0,0,0,0
"passeio agradável , uma opção próxima para quem quer um dia de lazer .",0,0,0,1,0,0,0,0
"melhor restaurant portuguê de manau , excelent atendimento , equip maravilhosa !",0,0,0,1,0,0,0,1
"carn macia , deliciosa opçõ de guarnição e um ótimo restaurant para comemorar data especiai !",0,0,1,1,0,0,0,0
comida deliciosa e ambient agradável .,1,0,1,0,0,0,0,0
o atendimento foi bom o frango não tava bom a carn tava um pouco melhor precisa melhorar ma foi a primeira vez que fomo ai,0,0,1,0,0,0,0,1
"ótimo lugar , tratamento vip e comida ótima .",0,0,1,1,0,0,0,1
"dica é evitar os dia e horário de maior movimento , ... mai",0,0,0,0,0,1,0,0
"ótima equip , sempr muito atencioso , ambient muito agradável , ótima comida , ótimo vinho , ótima sobremesa .",1,1,1,1,0,0,0,1
"um restaurant super agradável , pessoal muito atencioso , comida típica portuguesa de ótima qualidad .",0,0,1,1,0,0,0,1
"achei o preço bom 27 reai buffet livr , a comida estava deliciosa e o ambient é silencioso , como eu gosto .",1,0,1,0,0,0,1,0
"fomo em grupo de pai , com as criança ( média de 2 ano ) e sentamo na mesa próxima ao espaço kid , super agradável e aconchegant .",1,0,0,0,0,0,0,0
local agradável,0,0,0,1,0,0,0,0
"lugar agradável , bem localizado .",0,0,0,1,1,0,0,0
"bom atendimento , belo atendent e ótimo lanch ! .",0,0,1,0,0,0,0,1
"o lugar é lindo , a comida uma delícia , música boa , super recomendo .",1,0,1,1,0,0,0,0
"suco muito bom , pão de queijo com doce de leit maravilhoso , único defeito é o banheiro que é distant ( não é dentro do estabelecimento ) e o salgado que estava encharcado de óleo .",1,1,1,0,0,0,0,0
"saborosa , criativa , lindament servida ( gourmet ) e em quantidad relativamemt generosa .",0,0,1,0,0,0,0,0
uma boa opcão para experimentar a comida region !,0,0,1,0,0,0,0,0
um lugar excelent em atendimento e comodidad .,0,0,0,1,0,0,0,1
"ótimo lugar para um café e conversa casual , ambient extremament confortável e atendimento não deixa a desejar .",1,1,0,0,0,0,0,1
"boa comida , bom ambient , excelent atendimento .",1,0,1,0,0,0,0,1
"boa variedad pizza e massa , preço acessível",0,0,1,0,0,0,1,0
"excelent lugar , muito bonito e lanch muito bom .",1,0,1,1,0,0,0,0
preço mediano .,0,0,0,0,0,0,1,0
excelent atendimento e lugar agradável ! ! !,0,0,0,1,0,0,0,1
hoje eh o resquício do que já foi a pastelaria muito boa de manau .,0,0,0,1,0,0,0,0
o melhor restaurant de manau .,0,0,0,1,0,0,0,0
excelent opção para almoço e jantar .,0,0,0,1,0,0,0,0
"sempr ant de viajar , gosto de espiar as atraçõ do meu próximo destino aqui no trip .",0,0,0,0,0,1,0,0
"ambient super agradável para família , comida excelent , ótima musica , preço justo no sup , cerveja gelada ... enfim muito bom .",1,1,1,0,0,0,1,0
"ambient aconchegant , preço justo , comida saborosa e ótimo atendimento ( em especi ao garçom robson ) .",1,0,1,0,0,0,1,1
melhor casa de rodízio ... e com certeza a sara e a melhor atendent muito rápida e atenta ..,0,0,1,0,0,0,0,1
preço justo .,0,0,0,0,0,0,1,0
"no geral os valor são um pouco mai alto que os bare normai , ma vale bastant a pena se considerarmo o custo benefício do local .",0,0,0,0,0,0,1,0
otimo lugar .. com atendimento excelent .,0,0,0,1,0,0,0,1
café excelent .,0,1,0,0,0,0,0,0
uma boa opção para as refeiçõ diária .,0,0,0,1,0,0,0,0
"comida excelent , atendimento impecável seguindo todo os protocolo de segurança .",0,0,1,0,0,0,0,1
"melhor pão de queijo de manau , se for recheado com doce de leit mineiro então ..",0,0,1,0,0,0,0,0
pizza razoável .,0,0,1,0,0,0,0,0
"excelent estrutura , não sou exigent e qualidad do serviço é legal , as pizza numa escala de 1 a 10 , dou nota 8 .",1,0,1,0,0,0,0,1
"local bom pra curtir e tomar aquela cerveja gelada , sem esquec daquela tekila .",0,1,0,0,0,0,0,0
restaurant muito bom !,0,0,0,1,0,0,0,0
"bar com excelent localização , bem frequentado , tranquilidad , excelent grupo de samba e sambista , e ótima variedad de cerveja gelada !",1,1,0,0,1,0,0,0
"lugar bem legal , come-s bem e paga-s um valor acessível .",0,0,1,1,0,0,1,0
"instalaçõ de bom gosto , estacionamento exclusivo com opção de manobrista , excelent localização - bairro comerci nobr - estrutura de atendimento bem organizada , pessoal jovem e competent , inclus o chef , culinária bem elaborada e prática , mesclando culinária italiana e francesa - peix , inclus region nobr ( filé ... mai",1,0,1,0,1,0,0,1
"boa qualidad , preço bom pra rodízio e bom atendimento",0,0,1,0,0,0,1,1
"boa comida , ambient agradável e preço bom , ma o estacionamento é ruim .",1,0,1,0,1,0,1,0
muito delicioso o prato e c preço excelent !,0,0,1,0,0,0,1,0
"boa comida , preço justo",0,0,1,0,0,0,1,0
muito bom o restaurant !,0,0,0,1,0,0,0,0
"atendimento ótimo , carn maravilhosa no ponto certo , otimo acompanhamento , e o preço está bom em comparação a outro restaurant de manau .",0,0,1,0,0,0,1,1
"atendimento bem prestativo pelo sr phelip , comida de qualidad , tudo ótimo .",0,0,1,1,0,0,0,1
china box excelent comida,0,0,1,0,0,0,0,0
"comida saborosa e bem servida , preço justo e atendimento ótimo .",0,0,1,0,0,0,1,1
"apesar do ambient lindo , temo problema ness estabelecimento na demora excessiva na entrega do pedido e meu prato de camarão veio com cabelo , porém não foi cobrado , ainda bem .",1,0,0,0,0,0,0,1
melhor tapioca grarinada de manau e os salgado uma delícia,0,0,1,0,0,0,0,0
gosto muito ambient agradável e café delicioso,1,1,0,0,0,0,0,0
"1 ob , o barulho da praça e do posto ( ás veze alguém leva um paredão ) é muito incômodo : / ma acho q nova unidad ele não terão que lidar com ess problema",1,0,0,0,0,0,0,0
"ob : só 2 pessoa consumiram bebida alcoólica , 6 cerveja longneck .",0,0,0,0,0,1,0,0
"atendimento muito ágil , ótima opçõ de bebida quent e gelada e o pão de tucumã e castanha é simplesment per-fei-too !",0,1,1,0,0,0,0,1
um do melhor lugar para saborear um delicioso doce em uma tard de domingo !,0,0,1,0,0,0,0,0
"o lugar é bom pra frequentar poi tem um ambient seguro , uma boa programação music e bebida em dobro .",1,1,0,0,0,0,0,0
estacionamento com manobrista .,0,0,0,0,1,0,0,0
"lugar muito bacana , ambient climatizado rodízio de massa e pizza incrívei com amigo e família super bacana",1,0,1,1,0,0,0,0
"local aconchegant , antendimento de excelência , prato diferenciado , tudo limpo e organizado , só elogio para ess lugar .",1,0,1,1,0,0,0,1
bom lugar .. boa peixaria,0,0,0,1,0,0,0,0
lugar aconchegant,1,0,0,0,0,0,0,0
"estava em outro local , fui ao banzeiro so pra conhec o tao famoso restaurant , entao nao pedi prato princip .",0,0,0,0,0,1,0,0
ótima opção de lazer .,0,0,0,1,0,0,0,0
grand estacionamento !,0,0,0,0,1,0,0,0
"dei uma boa nota porqu amo frango crispim com molho orient , ma por favor , igualment ao restaurant fiorentina , sirvam comida quent , feita na hora !",0,0,1,0,0,0,0,0
"o garçom antonio que serviu nossa mesa muito atencioso , educado e sempr atento ao detalh foram momento maravilhoso .",0,0,0,0,0,0,0,1
